Existence of commercial and service activities by type - self employment,Existence of commercial and service activities by type - public sector,Town,Existence of commercial and service activities by type - banking institutions,refArea,Total number of commercial institutions by size - number of medium-sized institutions,Total number of commercial institutions by size - number of large-sized institutions,Observation URI,Existence of commercial and service activities by type - service institutions,Total number of non banking financial institutions ,Percentage of small and medium sized commercial institutions,publisher,dataset,Total number of commercial institutions by size - number of small institutions,Total number of service institutions ,references,Existence of commercial and service activities by type - commerce
0,0,Kfar Chouba,0,http://dbpedia.org/resource/Hasbaya_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Chouba,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,20,0,https://impact.cib.gov.lb/home#open_data_section,1
0,1,Kfar Dane,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Dane,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,1,Kfar Denis,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Denis,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kfar Dibiane,1,http://dbpedia.org/resource/Keserwan_District,5,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Dibiane,0,0,8.75e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,2,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Kfar Dounine,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Dounine,0,3,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,3,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Kfar Falous,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Falous,1,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Kfar Faqoud,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Faqoud,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,10,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kfar Habou,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Habou,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kfar Hamam,0,http://dbpedia.org/resource/Hasbaya_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Hamam,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Kfar Hatta Saida,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Hatta+Saida,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kfar Hay,0,http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Hay,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Kfar Hazir,0,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Hazir,1,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Kfar Heam,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Heam,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Kfar Hilda,0,http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Hilda,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,10,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Kfar Houneh,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Houneh,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,3,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kfar Jreif,0,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Jreif,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kfar Kila,0,http://dbpedia.org/resource/Marjeyoun_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Kila,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,50,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kfar Matta,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Matta,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Kfar Melki Saida,0,http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Melki+Saida,1,4,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,60,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kfar Nabrakh,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Nabrakh,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,30,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Kfar Niss,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Niss,1,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Kfar Qatra,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Qatra,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kfar Qouq,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Qouq,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kfar Roummane,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Roummane,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,200,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Kfar Selouane,0,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Selouane,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kfar Sir,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Sir,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Kfar Tay El-Matn,0,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Tay+El-Matn,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Kfar Tibnit,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+Tibnit,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Kfar michki,0,https://dbpedia.org/page/Beqaa_Governorate,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfar+michki,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,10,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Kfardlaqous,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfardlaqous,1,1,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kfarfila,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfarfila,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kfarfou,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfarfou,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,10,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Kfarhata ,0,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfarhata+,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,5,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Kfarhata Zgharta,1,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfarhata+Zgharta,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kfarsghab,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfarsghab,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Kfartoun,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfartoun,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kfaryachit,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfaryachit,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kfarzabad,0,http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfarzabad,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kfarzaina,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfarzaina,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kfoun,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfoun,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kfour El-Aarbi,0,http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfour+El-Aarbi,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kfour En-Nabatieh,0,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kfour+En-Nabatieh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Khalwat,0,http://dbpedia.org/resource/Hasbaya_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khalwat,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,10,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kharbe,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kharbe,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kharnoub,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kharnoub,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Khartoum,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khartoum,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Khat el Petrol,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khat+el+Petrol,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Khayayeb Saida,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khayayeb+Saida,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Khereibet Ech-Chouf,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khereibet+Ech-Chouf,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Khinchara,0,http://dbpedia.org/resource/Matn_District,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khinchara,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,25,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Khirbet Bisri,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khirbet+Bisri,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Khirbet Char,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khirbet+Char,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,4,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Khirbet Daoud Aakkar,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khirbet+Daoud+Aakkar,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,2,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Khirbet Jord,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khirbet+Jord,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Khirbet Qanafar,0,http://dbpedia.org/resource/Western_Beqaa_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khirbet+Qanafar,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,5,0,https://impact.cib.gov.lb/home#open_data_section,1
0,1,Khirbet Rouha,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khirbet+Rouha,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,5,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Khirbet Selm,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khirbet+Selm,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,1,Khiyam Marjaayoun,0,http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khiyam+Marjaayoun,1,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Khodr Baalbek,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khodr+Baalbek,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Khreibet Baabda,0,http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khreibet+Baabda,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,6,0,https://impact.cib.gov.lb/home#open_data_section,1
1,1,Khreibet Ej-Jindi,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khreibet+Ej-Jindi,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,1
0,0,Khzaiz,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Khzaiz,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kleyleh,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kleyleh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kneisset Aakkar,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kneisset+Aakkar,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kneisset Ech-Chouf,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kneisset+Ech-Chouf,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Kneisset Sour,0,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kneisset+Sour,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kouachra,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kouachra,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kouakh,0,http://dbpedia.org/resource/Hermel_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kouakh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Koueikhat,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Koueikhat,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Kounine,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kounine,1,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,5,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kour,0,http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kour,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Kousba,1,https://dbpedia.org/page/North_Governorate,10,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kousba,0,3,8.824e+01,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,20,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Kroum El-Aarab,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Kroum+El-Aarab,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Laboueh,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Laboueh,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,0,Lala,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Lala,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,0,Laqlouq,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Laqlouq,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,3,0,https://impact.cib.gov.lb/home#open_data_section,1
1,0,Lassa,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Lassa,0,0,0e+00,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,1,Lebaa,1,https://dbpedia.org/page/South_Governorate,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trade-Lebaa,0,0,1e+02,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trade-Lebanon-2023,20,0,https://impact.cib.gov.lb/home#open_data_section,1
